Note: The following shows the average score of three different participants on the same questionnaire.

Questionnaire ID	Attributes	States	Entity  Relationships	Visual Effects	Semantic Consistency
1540	3.555555556	3.083333333	3.047619048	3.2	3.227272727
1601	3.777777778	3.916666667	3.380952381	3.6	3.636363636
1602	3.944444444	3.666666667	3.619047619	3.6	3.712121212
1603	4.055555556	3.75	3.857142857	3.533333333	3.818181818
1604	3.333333333	2.75	2.714285714	2.2	2.772727273
1605	3.944444444	3.75	3.80952381	3.933333333	3.863636364
1606	4.277777778	3.666666667	3.952380952	3.8	3.954545455
1607	4.444444444	3.666666667	3.761904762	3.733333333	3.924242424
1608	4.111111111	3.75	3.904761905	3.8	3.909090909
1609	3.944444444	3.833333333	3.857142857	3.533333333	3.803030303
1610	3.833333333	3.916666667	3.857142857	3.466666667	3.772727273
1611	4.277777778	3.25	3.666666667	3.466666667	3.712121212
1612	4.055555556	3.916666667	4	4.066666667	4.015151515
1613	4.555555556	4.166666667	4.238095238	4.133333333	4.287878788
1614	4.222222222	3.916666667	3.952380952	3.866666667	4
1615	3.777777778	3.333333333	3.666666667	3.466666667	3.590909091
1616	3.777777778	3.583333333	3.476190476	3.933333333	3.681818182
1617	3.833333333	3.5	3.523809524	3.8	3.666666667
1618	3.777777778	3.25	3.714285714	2.733333333	3.424242424
1619	4.222222222	3.833333333	3.761904762	3.6	3.863636364
1620	3.111111111	3.583333333	4.095238095	3.733333333	3.651515152
1621	4.166666667	3.583333333	3.523809524	3.733333333	3.757575758
1622	4.166666667	3.75	3.523809524	3.733333333	3.787878788
1623	4.166666667	3.25	2.523809524	3.8	3.393939394
1624	4.333333333	4.083333333	4.238095238	4.2	4.227272727
1625	4.222222222	3.75	3.761904762	4	3.939393939
1626	4	3.916666667	4.19047619	3.8	4
1627	3.444444444	3.333333333	3.619047619	3.066666667	3.393939394
1628	3.833333333	3.333333333	3.619047619	3.266666667	3.545454545
1629	3.833333333	2.583333333	2.285714286	3.266666667	2.984848485
1630	3.666666667	3.5	3.523809524	3.066666667	3.454545455
1631	3.777777778	3.5	3.571428571	3.266666667	3.545454545
1632	3.722222222	3.25	3.571428571	3.266666667	3.484848485
1633	4	3.666666667	3.095238095	3.4	3.515151515
1634	3.944444444	3.666666667	3.714285714	3.533333333	3.727272727
1635	3.888888889	3.583333333	3.380952381	3.533333333	3.590909091
1636	3.611111111	3.166666667	3.571428571	3.266666667	3.439393939
1637	3.944444444	4	3.666666667	3.666666667	3.803030303
1638	3.833333333	3.75	2.666666667	3	3.257575758
1639	3.888888889	4.083333333	3.619047619	4	3.863636364
1640	4.555555556	4.25	4.238095238	4.066666667	4.287878788
1641	4.388888889	3.5	3.428571429	3.8	3.787878788
1642	3.944444444	3.666666667	3.666666667	3.866666667	3.787878788
1643	4.111111111	4.5	3.857142857	3.733333333	4.015151515
1644	4.333333333	3.833333333	3.19047619	3.733333333	3.742424242
1645	4.333333333	3.666666667	3.523809524	3.666666667	3.803030303
1646	3.777777778	4.75	3.523809524	3.2	3.742424242
1647	4.333333333	4.5	4.238095238	4.2	4.303030303
1648	4.388888889	4.083333333	4.285714286	3.533333333	4.106060606
1649	4.666666667	3.916666667	4.095238095	4.2	4.242424242
1650	4.166666667	3.5	3.714285714	3.8	3.818181818
1651	4.555555556	3.333333333	3.380952381	3.6	3.742424242
1652	4.111111111	2.833333333	3.238095238	3.466666667	3.454545455
1653	3.944444444	3.416666667	2.80952381	3.533333333	3.393939394
1654	4.166666667	3.666666667	3.476190476	3.933333333	3.803030303
1655	3.944444444	3.583333333	3.80952381	3.666666667	3.772727273
1656	3.5	3.5	3.857142857	3.266666667	3.560606061
1657	3.277777778	3.333333333	3.047619048	3.2	3.196969697
1658	3.444444444	3.5	3.571428571	3.4	3.484848485
1659	4	3.333333333	3.238095238	3.6	3.545454545
1660	4.277777778	3.5	2.952380952	3.733333333	3.590909091
1661	4.055555556	4	3.904761905	3.666666667	3.909090909
1662	4.055555556	3.416666667	3.952380952	3.466666667	3.772727273
1663	4.444444444	3.916666667	3.095238095	4.066666667	3.833333333
1664	4.722222222	4.083333333	3.666666667	3.8	4.060606061
1665	3.944444444	3.25	3.380952381	3.4	3.515151515
1666	4	3.666666667	3.714285714	3.333333333	3.696969697
1667	4.055555556	3.833333333	3.714285714	3.666666667	3.818181818
1668	3.944444444	3.833333333	3.761904762	3.6	3.787878788
1669	4.166666667	4.166666667	4.333333333	3.733333333	4.121212121
1670	3.611111111	4.333333333	4.476190476	3.8	4.060606061
1671	4.333333333	4.083333333	4	4.466666667	4.212121212
1672	4.111111111	4.25	4.142857143	4.2	4.166666667
1673	3.944444444	3.5	3.428571429	3.6	3.621212121
1674	4.166666667	3.833333333	3.80952381	3.933333333	3.939393939
1675	4.222222222	3.5	3.904761905	3.733333333	3.878787879
1676	4.055555556	3.666666667	4	4	3.954545455
1677	3.722222222	4.25	4	3.6	3.878787879
1678	3.666666667	3.5	3.19047619	3.133333333	3.363636364
1679	3.666666667	4.833333333	3.857142857	3.666666667	3.939393939
1680	4.277777778	4.333333333	3.904761905	4.2	4.151515152
1681	4.333333333	4.166666667	3.761904762	4.333333333	4.121212121
1682	4	3.75	3.666666667	3.333333333	3.696969697
1683	3.833333333	4	3.857142857	3.866666667	3.878787879
1684	3.777777778	3.583333333	3.285714286	3.933333333	3.621212121
1685	3.888888889	3.833333333	3.333333333	3.466666667	3.606060606
1686	3.333333333	3.25	3	3.133333333	3.166666667
1687	3.166666667	3.25	3.095238095	3.066666667	3.136363636
1688	3.777777778	4.333333333	3.523809524	3.6	3.757575758
1689	3.944444444	3.666666667	3.666666667	4.066666667	3.833333333
1690	4.166666667	4	4.142857143	4.266666667	4.151515152
1691	4.388888889	4.166666667	4.095238095	4.266666667	4.227272727
1692	4.666666667	4.333333333	4.714285714	4.466666667	4.575757576
1693	4.055555556	4	4.095238095	3.933333333	4.03030303
1694	3.722222222	3.75	3.761904762	3.933333333	3.787878788
1695	3.166666667	3.25	2.952380952	3.266666667	3.136363636
1696	4	3.916666667	3.904761905	3.533333333	3.848484848
1697	4.222222222	3.916666667	3.428571429	3.866666667	3.833333333
1698	4.055555556	3.333333333	3.761904762	3.733333333	3.757575758
1699	4.222222222	4.083333333	3.952380952	4.333333333	4.136363636
1700	4.222222222	4.166666667	4.095238095	4.133333333	4.151515152
1701	4.333333333	4.333333333	4.19047619	4.133333333	4.242424242
1702	4.5	2	2.619047619	4.133333333	3.363636364
1703	4.611111111	4.416666667	4.238095238	4.666666667	4.46969697
1704	4.055555556	4	3.80952381	4	3.954545455
1705	3.777777778	3.416666667	3.238095238	3.133333333	3.393939394
1706	3.666666667	3.5	3.095238095	3.533333333	3.424242424
1707	3.444444444	3.833333333	3.142857143	3.333333333	3.393939394
1708	3.777777778	3.916666667	3.666666667	3.466666667	3.696969697
1709	4	3.083333333	3.142857143	3.466666667	3.439393939
1710	4.166666667	3.333333333	3.142857143	3.466666667	3.53030303
1711	4.277777778	3.916666667	3.666666667	3.866666667	3.924242424
1712	4.5	3.333333333	3.428571429	3.666666667	3.757575758
1713	4.055555556	3.75	3.428571429	3.133333333	3.590909091
1714	3.722222222	3.083333333	2.714285714	3.4	3.212121212
1715	3.944444444	3.666666667	3.333333333	3.733333333	3.651515152
1716	4	3.916666667	4	3.866666667	3.954545455
1717	3.722222222	3.583333333	3.476190476	3.6	3.590909091
1718	3.555555556	3.5	3.047619048	3.533333333	3.378787879
1719	3.388888889	3.75	2.904761905	3.4	3.303030303
1720	3.611111111	3.583333333	3.523809524	3.8	3.621212121
1721	3.666666667	4.166666667	3.476190476	3.8	3.727272727
1722	4.111111111	3.583333333	3.428571429	3.6	3.681818182
1723	3.833333333	4.416666667	3.714285714	3.8	3.893939394
1724	4.111111111	4.25	3.714285714	3.8	3.939393939
1725	4.444444444	4.333333333	4.19047619	4.4	4.333333333
1726	4.388888889	4.25	4.238095238	4.266666667	4.287878788
1727	4.277777778	4.25	4	3.933333333	4.106060606
1728	4.111111111	4.166666667	3.666666667	4.2	4
1729	3.666666667	4.083333333	3.523809524	3.466666667	3.651515152
1730	3.888888889	3.583333333	3.095238095	3.6	3.515151515
1731	3.444444444	3.166666667	3.380952381	3.2	3.318181818
1732	4	3.916666667	3.952380952	3.533333333	3.863636364
1733	3.222222222	3.25	3.19047619	3.133333333	3.196969697
1734	4.222222222	3.75	3.80952381	3.8	3.909090909
1735	4.333333333	4.333333333	3.666666667	3.6	3.954545455
1736	3.833333333	2.916666667	3.19047619	3.4	3.363636364
1737	4.055555556	3.583333333	3.19047619	3.4	3.545454545
1738	3.722222222	4	3.142857143	3.4	3.515151515
1739	3.666666667	3.75	3.333333333	3.266666667	3.484848485
1740	3.777777778	3.5	3.380952381	3.333333333	3.5
1801	4	3.416666667	3.476190476	3.4	3.590909091
1802	3.611111111	3.083333333	3.047619048	3.133333333	3.227272727
1803	3.555555556	3.583333333	3.666666667	3.333333333	3.545454545
1804	2.722222222	3	2.952380952	3.4	3
1805	3.722222222	3.833333333	3.333333333	3.466666667	3.560606061
1806	3.666666667	3.083333333	3.238095238	3.533333333	3.393939394
1807	3.722222222	3.166666667	2.761904762	3.266666667	3.212121212
1808	3.611111111	3.25	3.238095238	3.333333333	3.363636364
1809	4.055555556	3.916666667	3.666666667	3.933333333	3.878787879
1810	3.944444444	3.416666667	3.952380952	3.8	3.818181818
1811	4.777777778	3.833333333	3.333333333	3.866666667	3.939393939
1812	3.722222222	3.416666667	2.857142857	3.4	3.318181818
1813	3.388888889	3.583333333	3.095238095	3.133333333	3.272727273
1814	4.166666667	3.666666667	3.523809524	3.6	3.742424242
1815	4.333333333	3.25	3.19047619	3.666666667	3.621212121
1816	4.611111111	3.75	3.476190476	4.133333333	3.984848485
1817	4.222222222	3.833333333	3.380952381	4.333333333	3.909090909
1818	4.166666667	3.416666667	3.619047619	3.866666667	3.787878788
1819	3.833333333	4.083333333	3.904761905	3.666666667	3.863636364
1820	3.555555556	3.333333333	3.904761905	3.733333333	3.666666667
1821	3.722222222	3.583333333	3.80952381	3.8	3.742424242
1822	3.944444444	3.75	3.857142857	3.866666667	3.863636364
1823	3.611111111	3.333333333	4.047619048	3.533333333	3.681818182
1824	4.166666667	3.833333333	3.571428571	3.8	3.833333333
1825	4.166666667	3.583333333	3.952380952	3.866666667	3.924242424
1826	4	3.916666667	4.238095238	3.866666667	4.03030303
1827	3.944444444	3.416666667	3.619047619	3.8	3.712121212
1828	3.166666667	3	3.523809524	3.8	3.393939394
1829	4.444444444	4	3.380952381	3.8	3.878787879
1830	3.444444444	3.25	3.095238095	3.266666667	3.257575758
1831	3.222222222	2.916666667	2.952380952	3	3.03030303
1832	3.611111111	3.333333333	3.380952381	3.533333333	3.46969697
1833	4.333333333	3.666666667	3.666666667	3.866666667	3.893939394
1834	4.111111111	3.916666667	3.904761905	3.466666667	3.863636364
1835	4.5	3.583333333	3.571428571	3.666666667	3.848484848
1836	3.166666667	3.333333333	2.80952381	3.2	3.090909091
1837	4	3.75	3.619047619	3.666666667	3.757575758
1838	3.722222222	3.25	2.714285714	3.6	3.287878788
1839	3.666666667	3.916666667	4	3.666666667	3.818181818
1840	3.777777778	3.5	3.666666667	3.466666667	3.621212121
1841	4	3.75	3.380952381	3.733333333	3.696969697
1842	4.222222222	3.666666667	3.761904762	3.666666667	3.848484848
1843	4.5	4.333333333	3.714285714	4.2	4.151515152
1844	4.388888889	2.916666667	2.904761905	3.933333333	3.545454545
1845	4.277777778	3.5	3.285714286	4.066666667	3.772727273
1846	3.5	4	3.619047619	3.666666667	3.666666667
1847	3.888888889	3.916666667	3.857142857	3.8	3.863636364
1848	4.166666667	3.916666667	3.095238095	3.666666667	3.666666667
1849	4.055555556	3.833333333	3.380952381	3.8	3.742424242
1850	4.166666667	3.666666667	3.952380952	3.266666667	3.803030303
1851	4.555555556	4	3.714285714	4.2	4.106060606
1852	4.555555556	3.25	3.428571429	4.2	3.878787879
1853	3.944444444	2.25	3.476190476	3.666666667	3.424242424
1854	3.611111111	3.25	3.142857143	2.866666667	3.227272727
1855	3.611111111	3.166666667	3.238095238	3.333333333	3.348484848
1856	3.944444444	3.25	3.380952381	3.666666667	3.575757576
1857	3.888888889	3.666666667	3.904761905	4	3.878787879
1858	4.277777778	2.916666667	3.523809524	3.866666667	3.696969697
1859	3.388888889	3.5	3	3.733333333	3.363636364
1860	3.944444444	3.416666667	3.095238095	3.4	3.454545455
1861	3.611111111	3.583333333	3.428571429	3.4	3.5
1862	3.5	3.583333333	3.666666667	3.6	3.590909091
1863	4.222222222	3.75	3.80952381	3.4	3.818181818
1864	3.888888889	3.25	3.047619048	3.666666667	3.454545455
1865	3.888888889	3.083333333	2.619047619	3.333333333	3.212121212
1866	4.055555556	2.833333333	2.095238095	3.133333333	3
1867	4.055555556	3.666666667	3.523809524	3.733333333	3.742424242
1868	2.722222222	3.5	3.80952381	2.8	3.227272727
1869	4.166666667	3.583333333	3.428571429	3.666666667	3.712121212
1870	2.944444444	2.666666667	2.285714286	3.4	2.787878788
1871	4.388888889	3.5	3.380952381	3.866666667	3.787878788
1872	3.944444444	4.166666667	3.904761905	3.866666667	3.954545455
1873	3.333333333	3.916666667	3.714285714	4.066666667	3.727272727
1874	4.333333333	3.916666667	4.142857143	3.8	4.075757576
1875	3.166666667	2.833333333	3.19047619	3.266666667	3.136363636
1876	3.444444444	3.083333333	3.19047619	3.466666667	3.303030303
1877	4.166666667	4.083333333	3.904761905	3.866666667	4
1878	3.444444444	3.75	3.428571429	3.666666667	3.545454545
1879	3.722222222	4.166666667	3.666666667	3.866666667	3.818181818
1880	4.277777778	3.916666667	3.714285714	4.066666667	3.984848485
1881	4.388888889	3.666666667	3.619047619	3.533333333	3.818181818
1882	3.777777778	2.666666667	3.666666667	2.933333333	3.348484848
1883	3.833333333	3.666666667	3.80952381	3.733333333	3.772727273
1884	4.055555556	3.416666667	3.428571429	3.933333333	3.712121212
1885	4.333333333	3.916666667	4.047619048	4.333333333	4.166666667
1886	3.5	3.75	3.047619048	3.933333333	3.5
1887	4.166666667	4	3.047619048	3.666666667	3.666666667
1888	3.611111111	3.916666667	3.047619048	3.4	3.439393939
1889	4	3.166666667	3.333333333	3.333333333	3.484848485
1890	3.611111111	3.416666667	3.285714286	3.333333333	3.409090909
1891	3.944444444	3.416666667	2.666666667	3.866666667	3.424242424
1892	3.833333333	4	3.714285714	3.6	3.772727273
1893	3.111111111	3.666666667	2.714285714	4.133333333	3.318181818
1894	4.388888889	4.083333333	4.142857143	4.266666667	4.227272727
1895	3.888888889	4.083333333	3.333333333	3.933333333	3.757575758
1896	4.5	4	4	4.266666667	4.196969697
1897	3.666666667	4	3.761904762	3.6	3.742424242
1898	3.5	3.333333333	2.80952381	3.666666667	3.287878788
1899	3.444444444	3.666666667	3.285714286	3.466666667	3.439393939
1900	4.055555556	3.916666667	3.571428571	3.733333333	3.803030303
1901	4.055555556	3.5	3.380952381	3.6	3.636363636
1902	3.777777778	3.083333333	2.380952381	3.266666667	3.090909091
1903	4.444444444	4.083333333	3.761904762	3.866666667	4.03030303
1904	4.111111111	3.583333333	3.761904762	3.866666667	3.848484848
1905	4.444444444	4.083333333	3.952380952	3.866666667	4.090909091
1906	4	4.333333333	3.666666667	3.6	3.863636364
1907	5	4.75	4.095238095	4.266666667	4.5
1908	4	4.583333333	4.142857143	4.066666667	4.166666667
1909	4.222222222	3.333333333	3.380952381	3.733333333	3.681818182
1910	3.777777778	3.083333333	3.047619048	3.333333333	3.318181818
1911	3.666666667	3.916666667	3.095238095	3.466666667	3.484848485
1912	4.055555556	3.25	3.047619048	3.4	3.439393939
1913	3.555555556	3.166666667	3.095238095	3	3.212121212
1914	4.166666667	3.75	3.238095238	3.8	3.712121212
1915	4.277777778	3.916666667	3.523809524	4.133333333	3.939393939
1916	4.388888889	3.916666667	3.571428571	3.2	3.772727273
1917	4.222222222	3.25	3	3.333333333	3.454545455
1918	4.055555556	3.25	3.047619048	3.466666667	3.454545455
1919	4.111111111	4.25	3.714285714	3.866666667	3.954545455
1920	3.944444444	3.583333333	3.428571429	3.733333333	3.666666667
1921	3.777777778	4.083333333	3.761904762	3.6	3.787878788
1922	3.166666667	3.333333333	3	3.333333333	3.181818182
1923	3.833333333	4.5	3.952380952	4	4.03030303
1924	3.944444444	4	3.666666667	3.8	3.833333333
1925	3.666666667	3.75	3.666666667	3.8	3.712121212
1926	3.777777778	3.333333333	3.095238095	3.6	3.439393939
1927	3.888888889	3.666666667	3.619047619	3.8	3.742424242
1928	3.777777778	3.833333333	3.761904762	4.066666667	3.848484848
1929	4.222222222	4.333333333	4.047619048	4.266666667	4.196969697
1930	3.944444444	3.666666667	3.761904762	4	3.848484848
1931	3.777777778	3.916666667	4.095238095	3.933333333	3.939393939
1932	3.944444444	3.5	3.095238095	3.466666667	3.484848485
1933	3.611111111	3.666666667	3.047619048	3.266666667	3.363636364
1934	4.333333333	3.583333333	3.523809524	3.466666667	3.742424242
1935	3.444444444	4.083333333	3.095238095	3	3.348484848
1936	3.722222222	3.583333333	3.333333333	3.133333333	3.439393939
1937	3.333333333	3.666666667	3.095238095	2.933333333	3.227272727
1938	4.055555556	4.083333333	3.761904762	3.8	3.909090909
1939	3.444444444	3	2.952380952	3.266666667	3.166666667
1940	4.166666667	3.416666667	3.571428571	3.4	3.666666667
2001	3.388888889	3.25	3.761904762	3.4	3.484848485
2002	3.611111111	3.5	3.666666667	3.466666667	3.575757576
2003	4.166666667	3.666666667	3.857142857	3.666666667	3.863636364
2004	4.5	4	4.095238095	3.933333333	4.151515152
2005	4.166666667	3.583333333	4	3.333333333	3.818181818
2006	4	3.25	3.666666667	3.2	3.575757576
2007	3.5	3.416666667	3.80952381	3.8	3.651515152
2008	3.777777778	3.583333333	3.095238095	3.533333333	3.46969697
2009	3.944444444	4.666666667	4.19047619	4.2	4.212121212
2010	3.888888889	4	3.952380952	4	3.954545455
2011	4.166666667	3.416666667	3.333333333	3.466666667	3.606060606
2012	4.666666667	3.75	3.952380952	3.933333333	4.106060606
2013	3.888888889	3.833333333	4.047619048	3.866666667	3.924242424
2014	4.222222222	3.583333333	3.666666667	3.466666667	3.757575758
2015	4.222222222	3.5	4	4.066666667	3.984848485
2016	4.055555556	3.666666667	3.619047619	3.8	3.787878788
2017	3.722222222	3.5	3.619047619	3.6	3.621212121
2018	4.222222222	3.75	3.904761905	3.866666667	3.954545455
2019	4.277777778	4.083333333	3.714285714	3.666666667	3.924242424
2020	4.222222222	4	3.904761905	4	4.03030303
2021	4.611111111	4	3.80952381	3.866666667	4.075757576
2022	4.388888889	4.083333333	3.857142857	3.6	3.984848485
2023	3.777777778	3.666666667	3.476190476	3.6	3.621212121
2024	3.777777778	3.666666667	3.666666667	3.666666667	3.696969697
2025	4.111111111	3.833333333	3.80952381	3.733333333	3.878787879
2026	4.277777778	3.75	3.904761905	3.933333333	3.984848485
2027	4.166666667	3.666666667	4.142857143	3.733333333	3.96969697
2028	4.666666667	3.75	4	3.866666667	4.106060606
2029	4.055555556	3.666666667	3.952380952	3.8	3.893939394
